
Gurobi 11.0.3 (linux64) logging started Sat Nov 23 18:42:01 2024

Set parameter LogFile to value "/home/yihong/Coding/OR_SUC/SUC_results_bigM100000_thread4/case24_ieee_rts_theta0.5_epsilon0.025_gurobi_seed870000_num_gen100_N_WDR150_load_scaling_factor1_proposed_T24quadra_cost.txt"
Set parameter TimeLimit to value 3600
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64 - "Ubuntu 20.04.6 LTS")

CPU model: AMD EPYC 7532 32-Core Processor, instruction set [SSE2|AVX|AVX2]
Thread count: 64 physical cores, 128 logical processors, using up to 4 threads

Optimize a model with 53864 rows, 29911 columns and 911262 nonzeros
Model fingerprint: 0x13592d6d
Model has 2400 quadratic constraints
Variable types: 27511 continuous, 2400 integer (2400 binary)
Coefficient statistics:
  Matrix range     [3e-04, 2e+03]
  QMatrix range    [2e-03, 8e-03]
  QLMatrix range   [3e-01, 6e+01]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 9e+03]
Presolve removed 43728 rows and 12793 columns
Presolve time: 0.31s
Presolved: 10136 rows, 17118 columns, 54515 nonzeros
Presolved model has 2400 quadratic constraint(s)
Variable types: 14718 continuous, 2400 integer (2400 binary)

Root relaxation: objective 7.152467e+04, 8789 iterations, 0.24 seconds (0.33 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 71524.6658    0    -          - 71524.6658      -     -    0s
     0     0 372819.004    0  788          - 372819.004      -     -    1s
     0     0 629926.197    0  861          - 629926.197      -     -    1s
     0     0 629989.730    0  431          - 629989.730      -     -    1s
     0     0 630321.888    0  189          - 630321.888      -     -    1s
     0     0 630332.298    0  189          - 630332.298      -     -    1s
     0     0 630332.298    0  188          - 630332.298      -     -    1s
     0     0 630335.454    0  188          - 630335.454      -     -    2s
     0     2 630335.454    0  188          - 630335.454      -     -    2s
   343   367 632172.490   65  125          - 630342.785      -  24.0    5s
H  785   773                    632631.27096 630342.785  0.36%  18.2    6s
*  785   773             187    632631.27096 630342.785  0.36%  18.2    6s
   966   815 630944.051   81  161 632631.271 630369.285  0.36%  18.1   10s
   985   828 630423.850   24  205 632631.271 630369.285  0.36%  17.7   22s
  1119   994 630643.293   32  131 632631.271 630381.684  0.36%  41.2   25s
  2230  1490 632572.695  200    1 632631.271 630381.684  0.36%  52.0   30s
H 2600  1685                    632630.89631 630381.684  0.36%  48.9   31s
 233431 195579          -  147      632630.896 630499.594  0.34%  47.1 1720s
 233746 195953          -   61      632630.896 630499.604  0.34%  47.1 1725s
 233889 195984          -  113      632630.896 630499.604  0.34%  47.2 1730s
 234224 196418 631169.378   79    1 632630.896 630499.607  0.34%  47.2 1737s
 234793 196466          -   67      632630.896 630499.613  0.34%  47.3 1742s
 234879 197029 630587.323   71   40 632630.896 630499.615  0.34%  47.3 1746s
 235524 197111          -  128      632630.896 630499.616  0.34%  47.3 1750s
 235873 197767          -   92      632630.896 630499.627  0.34%  47.3 1755s
 236555 198502 632567.346  100    8 632630.896 630499.636  0.34%  47.3 1766s
 237084 198542          -  180      632630.896 630499.637  0.34%  47.3 1770s
 237514 199147 632201.225  146    6 632630.896 630499.663  0.34%  47.3 1775s
 238104 199223          -   99      632630.896 630499.665  0.34%  47.3 1780s
 238338 199240          -  122      632630.896 630499.669  0.34%  47.3 1786s
 238376 199879 632353.044  169   16 632630.896 630499.673  0.34%  47.3 1790s
 239116 199908          -  118      632630.896 630499.693  0.34%  47.4 1796s
 239213 200426 631032.212   82   11 632630.896 630499.693  0.34%  47.4 1800s
 239910 201208 630617.531  134    4 632630.896 630499.700  0.34%  47.4 1806s
 240194 201227          -  163      632630.896 630499.712  0.34%  47.4 1810s
 240870 201967 630762.825  114    3 632630.896 630499.728  0.34%  47.4 1820s
 241740 202675 631367.033   89    1 632630.896 630499.737  0.34%  47.4 1829s
 241743 202677          -   89      632630.896 630499.737  0.34%  47.4 1830s
 242713 203297 630700.166  121    1 632630.896 630499.753  0.34%  47.4 1844s
 242831 203318          -   77      632630.896 630499.753  0.34%  47.4 1845s
 243463 203382          -   52      632630.896 630499.769  0.34%  47.4 1852s
 243542 204011 631734.593  103    - 632630.896 630499.771  0.34%  47.4 1857s
 244394 204745 630589.485   72   17 632630.896 630499.778  0.34%  47.4 1861s
 244545 204760          -  121      632630.896 630499.778  0.34%  47.4 1865s
 245265 205381 630664.478   92    3 632630.896 630499.802  0.34%  47.4 1876s
 245418 205406          -  101      632630.896 630499.802  0.34%  47.4 1880s
 245861 205448          -   83      632630.896 630499.803  0.34%  47.4 1893s
 246185 206204 631689.426  130    5 632630.896 630499.826  0.34%  47.4 1899s
 246349 206206          -  163      632630.896 630499.826  0.34%  47.4 1900s
 247155 207015 631126.058   79    1 632630.896 630499.842  0.34%  47.4 1906s
 248117 207862 632202.311  114   30 632630.896 630499.879  0.34%  47.4 1914s
 248299 207864          -   51      632630.896 630499.879  0.34%  47.4 1915s
 249041 208643 630525.706   61    3 632630.896 630499.889  0.34%  47.3 1925s
 250054 209408     cutoff  206      632630.896 630499.898  0.34%  47.3 1935s
 250458 209428          -  172      632630.896 630499.900  0.34%  47.3 1940s
 250903 210074 631863.663   92   11 632630.896 630499.922  0.34%  47.3 1949s
 251043 210092          -  119      632630.896 630499.922  0.34%  47.3 1950s
 251808 210745          -   79      632630.896 630499.940  0.34%  47.3 1958s
 251970 210769          -   74      632630.896 630499.940  0.34%  47.3 1960s
 252604 211396 631774.563  103    2 632630.896 630499.951  0.34%  47.3 1965s
 253599 212032          -  115      632630.896 630499.970  0.34%  47.3 1970s
 254293 212709 630684.724   90   21 632630.896 630499.985  0.34%  47.4 1976s
 254512 212741          -  129      632630.896 630499.987  0.34%  47.4 1981s
 255136 213214          -  114      632630.896 630499.997  0.34%  47.4 1990s
 255872 214035 631341.219  120   18 632630.896 630500.021  0.34%  47.4 2000s
 256314 214064          -  105      632630.896 630500.023  0.34%  47.4 2007s
 256872 214726 630842.658   84    9 632630.896 630500.042  0.34%  47.3 2022s
 257390 214761          -   57      632630.896 630500.043  0.34%  47.4 2025s
 258020 215341          -  136      632630.896 630500.055  0.34%  47.4 2030s
 258373 215941          -   72      632630.896 630500.057  0.34%  47.5 2035s
 259287 216534 632509.775  137    1 632630.896 630500.074  0.34%  47.4 2047s
 259443 216559          -   96      632630.896 630500.075  0.34%  47.5 2050s
 259928 217082 630621.684  105   25 632630.896 630500.089  0.34%  47.5 2056s
 260454 217120          -  101      632630.896 630500.089  0.34%  47.6 2063s
 260471 217128          -  101      632630.896 630500.089  0.34%  47.6 2065s
 260625 217823 631881.322   93   13 632630.896 630500.098  0.34%  47.6 2070s
 261122 217850          -  119      632630.896 630500.104  0.34%  47.6 2075s
 261533 218647 630767.625   82    9 632630.896 630500.109  0.34%  47.6 2085s
 262402 218720          -   44      632630.896 630500.128  0.34%  47.6 2090s
 262550 219412 631010.991   79    2 632630.896 630500.132  0.34%  47.6 2096s
 263177 219453          -  121      632630.896 630500.138  0.34%  47.6 2100s
 263439 219849 631086.450   61   16 632630.896 630500.151  0.34%  47.6 2107s
 263784 219906          -  114      632630.896 630500.159  0.34%  47.6 2110s
 264081 220450 631294.265   94    5 632630.896 630500.162  0.34%  47.6 2118s
 264510 220474          -  114      632630.896 630500.162  0.34%  47.7 2120s
 264739 221030          -  177      632630.896 630500.164  0.34%  47.7 2125s
 265021 221055          -  151      632630.896 630500.168  0.34%  47.7 2132s
 265065 221077          -  173      632630.896 630500.168  0.34%  47.7 2135s
 265544 221785 632284.053  102   15 632630.896 630500.173  0.34%  47.7 2143s
 265953 221824          -  113      632630.896 630500.174  0.34%  47.7 2145s
 266319 221845          -  186      632630.896 630500.179  0.34%  47.7 2153s
 266355 221851          -   62      632630.896 630500.179  0.34%  47.7 2155s
 266458 222355 630516.796   60    7 632630.896 630500.179  0.34%  47.8 2161s
 266840 222382          -  113      632630.896 630500.179  0.34%  47.8 2168s
 267106 222382          -  173      632630.896 630500.179  0.34%  47.9 2172s
 267126 222392          -  183      632630.896 630500.179  0.34%  47.9 2175s
 267139 222954 630522.235  109    7 632630.896 630500.189  0.34%  47.8 2180s
 267520 222979          -  132      632630.896 630500.190  0.34%  47.9 2188s
 267946 223017          -   76      632630.896 630500.209  0.34%  47.9 2197s
 268021 223547 630788.770   35   31 632630.896 630500.211  0.34%  47.9 2200s
 268729 223603          -  104      632630.896 630500.218  0.34%  47.9 2210s
 268810 224206 631255.642  120   14 632630.896 630500.218  0.34%  48.0 2215s
 269208 224268          -   96      632630.896 630500.221  0.34%  48.0 2220s
 269672 224993 630861.171  129   16 632630.896 630500.230  0.34%  48.0 2233s
 269703 225000          -  150      632630.896 630500.230  0.34%  48.0 2235s
 270245 225032          -   82      632630.896 630500.234  0.34%  48.0 2240s
 270632 225685 631910.840   98    3 632630.896 630500.249  0.34%  48.0 2246s
 271403 226465 630903.243   96    7 632630.896 630500.272  0.34%  48.0 2252s
 271650 226486          -  105      632630.896 630500.272  0.34%  48.0 2255s
 272410 227143 630539.785   55   12 632630.896 630500.283  0.34%  48.0 2262s
 272469 227151          -   97      632630.896 630500.283  0.34%  48.0 2265s
 273301 227847 630572.648  141   19 632630.896 630500.288  0.34%  48.1 2276s
 273421 227864          -   75      632630.896 630500.288  0.34%  48.1 2280s
 274344 228618 632435.897  189    1 632630.896 630500.304  0.34%  48.1 2292s
 274445 228625          -  124      632630.896 630500.304  0.34%  48.1 2295s
 274634 228638          -  107      632630.896 630500.304  0.34%  48.1 2302s
 274699 228654          -   92      632630.896 630500.304  0.34%  48.1 2305s
 275309 229394 630594.360   75   19 632630.896 630500.312  0.34%  48.1 2312s
 275534 229412          -  170      632630.896 630500.312  0.34%  48.1 2315s
 275727 229422          -  174      632630.896 630500.313  0.34%  48.0 2321s
 276042 229446          -   49      632630.896 630500.313  0.34%  48.0 2327s
 276264 230293 630506.924   70   29 632630.896 630500.313  0.34%  48.1 2330s
 276734 230309          -   80      632630.896 630500.313  0.34%  48.0 2335s
 277345 230948 631587.615  107    1 632630.896 630500.313  0.34%  48.0 2343s
 277671 231006          -   77      632630.896 630500.313  0.34%  48.0 2345s
 278173 231042          -  116      632630.896 630500.313  0.34%  48.0 2351s
 278248 231800 630504.028   46   11 632630.896 630500.313  0.34%  48.0 2357s
 278433 231815          -   63      632630.896 630500.313  0.34%  48.0 2360s
 279255 232507 630590.113   53    3 632630.896 630500.313  0.34%  48.0 2368s
 279403 232535          -  109      632630.896 630500.313  0.34%  48.0 2370s
 279563 232546          -   87      632630.896 630500.313  0.34%  48.0 2375s
 280182 233285 630597.379   90    2 632630.896 630500.313  0.34%  48.0 2388s
 280343 233291          -   60      632630.896 630500.313  0.34%  48.0 2390s
 280498 233314          -   91      632630.896 630500.313  0.34%  48.0 2395s
 281176 234035 630590.583   79   19 632630.896 630500.313  0.34%  48.0 2406s
 281877 234068          -   84      632630.896 630500.313  0.34%  48.0 2416s
 282087 234668 630507.350   49    8 632630.896 630500.313  0.34%  48.0 2423s
 282235 234675          -  170      632630.896 630500.313  0.34%  48.0 2425s
 283233 235282          -  127      632630.896 630500.313  0.34%  48.2 2430s
 283572 235918 630536.141  135   10 632630.896 630500.313  0.34%  48.2 2437s
 283707 235928          -  119      632630.896 630500.313  0.34%  48.2 2440s
 284464 236526 631010.576  106   34 632630.896 630500.313  0.34%  48.2 2454s
 285169 236589          -  163      632630.896 630500.313  0.34%  48.3 2455s
 285270 237129          -  130      632630.896 630500.313  0.34%  48.3 2460s
 285897 237807 631151.933   79    5 632630.896 630500.313  0.34%  48.4 2469s
 286153 237825          -  154      632630.896 630500.313  0.34%  48.4 2470s
 286531 237869          -  141      632630.896 630500.313  0.34%  48.4 2476s
 286836 238425 630888.373  159    4 632630.896 630500.313  0.34%  48.4 2486s
 287530 239157 630553.959   50    6 632630.896 630500.313  0.34%  48.5 2496s
 287909 239176          -  186      632630.896 630500.313  0.34%  48.5 2500s
 288451 239953 631073.288   69    1 632630.896 630500.313  0.34%  48.5 2508s
 288525 239963          -   63      632630.896 630500.313  0.34%  48.5 2510s
 289192 239998          -  113      632630.896 630500.313  0.34%  48.5 2520s
 289452 240757 630501.054   61   13 632630.896 630500.313  0.34%  48.5 2526s
 289955 240780          -  117      632630.896 630500.313  0.34%  48.5 2530s
 290379 241405 631596.802   88    3 632630.896 630500.313  0.34%  48.5 2537s
 290929 241446          -   95      632630.896 630500.313  0.34%  48.5 2540s
 291187 242236 630507.173   61   13 632630.896 630500.313  0.34%  48.5 2545s
 291558 242262          -   77      632630.896 630500.313  0.34%  48.5 2550s
 292112 242304          -  116      632630.896 630500.313  0.34%  48.5 2555s
 292610 243067          -  116      632630.896 630500.313  0.34%  48.5 2560s
 293143 243089          -  150      632630.896 630500.313  0.34%  48.5 2565s
 293230 243861          -  172      632630.896 630500.313  0.34%  48.5 2570s
 293850 243920          -   89      632630.896 630500.313  0.34%  48.5 2575s
 294194 243939          -  172      632630.896 630500.313  0.34%  48.5 2580s
 294232 244748 630526.988  132    3 632630.896 630500.313  0.34%  48.5 2586s
 294656 244773          -  203      632630.896 630500.313  0.34%  48.5 2590s
 295202 245587 630559.743   81   21 632630.896 630500.313  0.34%  48.5 2596s
 295673 245603          -  157      632630.896 630500.313  0.34%  48.5 2602s
 296188 246399 630512.315   79   40 632630.896 630500.313  0.34%  48.5 2609s
 296247 246400          -  137      632630.896 630500.313  0.34%  48.5 2610s
 297211 247034 631139.518  146    2 632630.896 630500.313  0.34%  48.4 2623s
 297325 247043          -   88      632630.896 630500.313  0.34%  48.4 2625s
 297912 247576 630532.657  113    2 632630.896 630500.313  0.34%  48.5 2635s
 298374 247605          -  123      632630.896 630500.313  0.34%  48.6 2640s
 298625 247635          -  174      632630.896 630500.313  0.34%  48.6 2649s
 298688 248405 630527.560  139   20 632630.896 630500.313  0.34%  48.6 2652s
 298996 248418          -   85      632630.896 630500.313  0.34%  48.6 2655s
 299715 249228 631149.901   81    2 632630.896 630500.313  0.34%  48.5 2664s
 299747 249228          -  113      632630.896 630500.313  0.34%  48.5 2665s
 300648 250049 631180.838  163    5 632630.896 630500.313  0.34%  48.5 2672s
 301614 250660 632018.887  101    2 632630.896 630500.313  0.34%  48.5 2680s
 302512 251223 630680.684   61   11 632630.896 630500.313  0.34%  48.5 2690s
 302803 251267          -   67      632630.896 630500.313  0.34%  48.5 2696s
 303247 251317          -   53      632630.896 630500.313  0.34%  48.5 2703s
 303312 251770 632117.489   81    2 632630.896 630500.313  0.34%  48.5 2707s
 303525 251796          -   86      632630.896 630500.313  0.34%  48.6 2710s
 303987 252290 630546.406   68    9 632630.896 630500.313  0.34%  48.6 2718s
 304026 252296          -   87      632630.896 630500.313  0.34%  48.6 2720s
 304530 252330          -  109      632630.896 630500.313  0.34%  48.7 2725s
 304670 252357          -   83      632630.896 630500.313  0.34%  48.7 2730s
 304831 252989          -   99      632630.896 630500.313  0.34%  48.7 2735s
 305497 253671 631487.240  146   22 632630.896 630500.313  0.34%  48.7 2740s
 306284 253723          -   67      632630.896 630500.313  0.34%  48.7 2750s
 306474 254442          -  145      632630.896 630500.313  0.34%  48.7 2755s
 306849 254472          -  104      632630.896 630500.313  0.34%  48.7 2760s
 307325 255064 632021.464  115   26 632630.896 630500.313  0.34%  48.7 2770s
 308140 255816          -  182      632630.896 630500.313  0.34%  48.7 2778s
 308420 255835          -  176      632630.896 630500.313  0.34%  48.7 2780s
 309080 256479 631773.705  179    2 632630.896 630500.313  0.34%  48.7 2789s
 309184 256486          -  108      632630.896 630500.313  0.34%  48.7 2790s
 309513 256518          -   94      632630.896 630500.313  0.34%  48.7 2795s
 309898 257260 630611.600   86    2 632630.896 630500.313  0.34%  48.8 2804s
 310036 257273          -   90      632630.896 630500.313  0.34%  48.8 2805s
 310700 257304          -   91      632630.896 630500.313  0.34%  48.8 2810s
 310810 257906 630544.171  134   19 632630.896 630500.313  0.34%  48.8 2816s
 311057 257934          -   86      632630.896 630500.313  0.34%  48.8 2820s
 311605 258477 631131.341   81    8 632630.896 630500.313  0.34%  48.8 2829s
 311839 258509          -  185      632630.896 630500.313  0.34%  48.8 2830s
 312337 259059 630550.469   69    6 632630.896 630500.313  0.34%  48.9 2841s
 313158 259635 632459.002   95    - 632630.896 630500.313  0.34%  48.9 2850s
 313621 259670          -   72      632630.896 630500.313  0.34%  48.9 2855s
 313773 259696          -   74      632630.896 630500.313  0.34%  48.9 2860s
 313999 260269          -  154      632630.896 630500.313  0.34%  48.9 2865s
 314651 260314          -  134      632630.896 630500.313  0.34%  48.9 2871s
 314765 261048 631019.175  107   20 632630.896 630500.313  0.34%  48.9 2875s
 315608 261089          -  107      632630.896 630500.313  0.34%  48.9 2885s
 315719 261934 630927.065   68    4 632630.896 630500.313  0.34%  48.9 2891s
 315913 261948          -  177      632630.896 630500.313  0.34%  48.9 2895s
 316774 262768 631020.908   95   38 632630.896 630500.313  0.34%  48.9 2907s
 317113 262775          -  103      632630.896 630500.313  0.34%  48.9 2910s
 317743 263508 630525.351  128   24 632630.896 630500.313  0.34%  48.9 2922s
 317887 263521          -   72      632630.896 630500.313  0.34%  48.9 2925s
 318790 264162 630509.387   62   19 632630.896 630500.313  0.34%  48.9 2937s
 318935 264170          -   73      632630.896 630500.313  0.34%  48.8 2940s
 319290 264214          -  159      632630.896 630500.313  0.34%  48.8 2945s
 319678 264859 630556.379   67   14 632630.896 630500.313  0.34%  48.9 2954s
 319900 264878          -   55      632630.896 630500.313  0.34%  48.9 2955s
 320501 265604 630758.177   67   23 632630.896 630500.313  0.34%  48.9 2964s
 320635 265616          -  112      632630.896 630500.313  0.34%  48.9 2965s
 321373 265672          -  150      632630.896 630500.313  0.34%  48.9 2974s
 321393 265673          -   73      632630.896 630500.313  0.34%  48.9 2975s
 321602 266392          -   88      632630.896 630500.313  0.34%  48.9 2980s
 322095 266435          -  102      632630.896 630500.313  0.34%  48.9 2986s
 322140 266453          -  120      632630.896 630500.313  0.34%  48.9 2990s
 322440 267086 630603.361   80   21 632630.896 630500.313  0.34%  48.9 2998s
 322490 267089          -  125      632630.896 630500.313  0.34%  48.9 3000s
 323325 267905 631255.041   86    6 632630.896 630500.313  0.34%  48.9 3014s
 323402 267910          -  123      632630.896 630500.313  0.34%  48.9 3015s
 324365 268629 630610.539   78   20 632630.896 630500.313  0.34%  48.9 3033s
 324439 268635          -  115      632630.896 630500.313  0.34%  48.9 3035s
 325257 269461 632409.503  108   13 632630.896 630500.313  0.34%  48.9 3049s
 325319 269464          -  101      632630.896 630500.313  0.34%  48.9 3050s
 325907 269488          -  147      632630.896 630500.313  0.34%  48.9 3055s
 326284 270121 630723.588   97    8 632630.896 630500.313  0.34%  48.8 3062s
 326432 270133          -  118      632630.896 630500.313  0.34%  48.9 3065s
 327100 270656 631484.817   71    4 632630.896 630500.313  0.34%  48.9 3074s
 327216 270675          -   96      632630.896 630500.313  0.34%  48.9 3075s
 327307 270701          -  115      632630.896 630500.313  0.34%  48.9 3080s
 327951 271445 630598.536   83    3 632630.896 630500.313  0.34%  48.9 3091s
 328515 271472          -  186      632630.896 630500.313  0.34%  48.9 3099s
 328518 271474          -  185      632630.896 630500.313  0.34%  48.9 3100s
 328806 271481          -  169      632630.896 630500.313  0.34%  48.9 3106s
 328861 271816 630550.259  119    8 632630.896 630500.313  0.34%  48.9 3214s
 329266 272433 630550.317  120    8 632630.896 630500.313  0.34%  48.9 3224s
 329276 272433          -  130      632630.896 630500.313  0.34%  48.9 3225s
 329583 272450          -   66      632630.896 630500.313  0.34%  48.9 3230s
 330072 273062 630524.829   86    6 632630.896 630500.313  0.34%  48.9 3241s
 330817 273918 632270.018  168    2 632630.896 630500.313  0.34%  49.0 3250s
 331313 273945          -  105      632630.896 630500.313  0.34%  49.0 3255s
 331839 274655     cutoff  170      632630.896 630500.313  0.34%  49.0 3263s
 332043 274673          -  161      632630.896 630500.313  0.34%  49.0 3265s
 332327 274712          -   74      632630.896 630500.313  0.34%  49.0 3270s
 332838 275495 630506.718   56    7 632630.896 630500.313  0.34%  49.0 3278s
 333277 275504          -  147      632630.896 630500.313  0.34%  49.0 3280s
 333857 275551          -  126      632630.896 630500.313  0.34%  49.0 3289s
 333860 275554          -  126      632630.896 630500.313  0.34%  49.0 3290s
 333992 276286          -   77      632630.896 630500.313  0.34%  49.0 3295s
 334251 276307          -   99      632630.896 630500.313  0.34%  49.0 3300s
 334902 277199 630505.207   63   15 632630.896 630500.313  0.34%  49.0 3317s
 335315 277217          -  194      632630.896 630500.313  0.34%  49.0 3320s
 335952 278023 630558.198   57    9 632630.896 630500.313  0.34%  48.9 3327s
 336292 278039          -  168      632630.896 630500.313  0.34%  48.9 3330s
 336885 278074          -  104      632630.896 630500.313  0.34%  48.9 3338s
 336893 278079          -  104      632630.896 630500.313  0.34%  48.9 3340s
 336983 278772 630512.973   42   10 632630.896 630500.313  0.34%  48.9 3346s
 337187 278790          -  186      632630.896 630500.313  0.34%  48.9 3350s
 337900 279296 630531.795   54   10 632630.896 630500.313  0.34%  48.9 3362s
 338133 279333          -   82      632630.896 630500.313  0.34%  48.9 3365s
 338543 279375          -   67      632630.896 630500.313  0.34%  49.0 3370s
 338702 279989 631846.297   89    - 632630.896 630500.313  0.34%  49.0 3375s
 338948 280012          -  166      632630.896 630500.313  0.34%  49.0 3380s
 339443 280772          -  168      632630.896 630500.313  0.34%  49.0 3390s
 339957 280796          -   49      632630.896 630500.313  0.34%  49.0 3396s
 340410 281639 630606.296   80   25 632630.896 630500.313  0.34%  49.1 3406s
 341063 281682          -   63      632630.896 630500.313  0.34%  49.0 3412s
 341491 282330 630991.311   94    2 632630.896 630500.313  0.34%  49.0 3420s
 341878 282357          -   79      632630.896 630500.313  0.34%  49.1 3425s
 342126 282378          -  137      632630.896 630500.313  0.34%  49.1 3430s
 342401 283181 631465.821  125    7 632630.896 630500.313  0.34%  49.1 3438s
 342836 283208          -  124      632630.896 630500.313  0.34%  49.1 3440s
 343411 283915 632204.685  120    2 632630.896 630500.313  0.34%  49.1 3448s
 343477 283921          -   92      632630.896 630500.313  0.34%  49.1 3450s
 343748 283929          -  195      632630.896 630500.313  0.34%  49.1 3455s
 344313 283974          -   86      632630.896 630500.313  0.34%  49.1 3460s
 344326 284767 630511.324   53   10 632630.896 630500.313  0.34%  49.1 3465s
 345216 284813          -   95      632630.896 630500.313  0.34%  49.0 3474s
 345222 284815          -   97      632630.896 630500.313  0.34%  49.0 3475s
 345359 285572 631834.226  139    2 632630.896 630500.313  0.34%  49.0 3480s
 346006 285605          -  146      632630.896 630500.313  0.34%  49.0 3492s
 346336 286185 631716.394  124    3 632630.896 630500.313  0.34%  49.0 3497s
 346595 286233          -  116      632630.896 630500.313  0.34%  49.0 3500s
 347254 287125 630504.107   52    9 632630.896 630500.313  0.34%  49.0 3510s
 348260 287955 630826.441   85    3 632630.896 630500.313  0.34%  49.0 3516s
 348686 287986          -  163      632630.896 630500.313  0.34%  49.0 3521s
 349300 288695 631231.075   98    1 632630.896 630500.313  0.34%  49.0 3532s
 349418 288705          -  114      632630.896 630500.313  0.34%  49.0 3535s
 350201 289537 632298.905   98   10 632630.896 630500.313  0.34%  49.0 3548s
 350353 289540          -  163      632630.896 630500.313  0.34%  49.0 3550s
 350659 289566          -   75      632630.896 630500.313  0.34%  49.0 3555s
 351209 290216 630541.714   51   14 632630.896 630500.313  0.34%  49.0 3564s
 351616 290268          -  112      632630.896 630500.313  0.34%  49.0 3565s
 352137 291005 630572.075   84    2 632630.896 630500.313  0.34%  49.0 3573s
 352240 291015          -   95      632630.896 630500.313  0.34%  49.0 3575s
 353118 291626 630549.961  121    1 632630.896 630500.313  0.34%  48.9 3589s
 353122 291628          -  122      632630.896 630500.313  0.34%  48.9 3590s
 353876 292417 631399.327   95    4 632630.896 630500.313  0.34%  49.0 3596s
 354011 292429          -   64      632630.896 630500.313  0.34%  49.0 3600s

Cutting planes:
  Gomory: 28
  Cover: 252
  Implied bound: 143
  MIR: 246
  Mixing: 5
  Flow cover: 64
  Inf proof: 2
  RLT: 63

Explored 354852 nodes (17393302 simplex iterations) in 3600.90 seconds (3212.84 work units)
Thread count was 4 (of 128 available processors)

Solution count 3: 632631 632631 632631 

Time limit reached
Warning: max constraint violation (5.1008e-05) exceeds tolerance
Best objective 6.326308958288e+05, best bound 6.305003126390e+05, gap 0.3368%
